"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_03 Verify the Store navigation menu options without dropdown","2817","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 14:06:28 GMT 2025","passed","Sun May 18 14:06:30 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search result page heading","1047","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 14:05:58 GMT 2025","passed","Sun May 18 14:05:59 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"TC_04 Verify the 'Components' category dropdown options navigation","1990","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 14:07:22 GMT 2025","passed","Sun May 18 14:07:24 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","1796","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 14:05:52 GMT 2025","passed","Sun May 18 14:05:54 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","2758","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 14:06:38 GMT 2025","passed","Sun May 18 14:06:41 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","1909","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 14:07:22 GMT 2025","passed","Sun May 18 14:07:24 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1607","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 14:05:52 GMT 2025","passed","Sun May 18 14:05:54 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item quantity via cart preview","2159","testAddedItemQuantityViaCartPreview","CrossBrowserSuite","Sun May 18 14:07:05 GMT 2025","passed","Sun May 18 14:07:07 GMT 2025","com.opencart.test.CartTest","FirefoxTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"TC_02 Verify the Store navigation menu options via dropdown","1881","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 14:07:21 GMT 2025","passed","Sun May 18 14:07:23 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the Apple Cinema minimal quantity warning message","2280","testAppleCinemaWarningMessage","CrossBrowserSuite","Sun May 18 14:07:06 GMT 2025","passed","Sun May 18 14:07:09 GMT 2025","com.opencart.test.ProductTest","FirefoxTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"Verify the Store home page is opened via current URL and the page title","151","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 14:07:22 GMT 2025","passed","Sun May 18 14:07:22 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"Verify the added item quantity via cart","1503","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 14:06:06 GMT 2025","passed","Sun May 18 14:06:07 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify the Store home page is opened via current URL and the page title","949","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 14:06:19 GMT 2025","passed","Sun May 18 14:06:20 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"Verify the message when the search term does not match any products","897","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 14:05:58 GMT 2025","passed","Sun May 18 14:05:59 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
