"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 18 19:43:14 GMT 2025","Sun May 18 19:43:14 GMT 2025","837","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:42:16 GMT 2025","Sun May 18 19:42:18 GMT 2025","1943","Smoke","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:42:59 GMT 2025","Sun May 18 19:43:02 GMT 2025","3027","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 19:42:27 GMT 2025","Sun May 18 19:42:28 GMT 2025","1406","Smoke","Smoke Test Run on Chrome","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart","testAddedItemQuantityViaCart","Verify the added item quantity via cart"
"passed","Sun May 18 19:42:16 GMT 2025","Sun May 18 19:42:18 GMT 2025","2066","Smoke","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 19:43:13 GMT 2025","Sun May 18 19:43:15 GMT 2025","1941","Smoke","Smoke Test Run on Firefox","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCart","testAddedItemNameViaCart","Verify the added item name via cart"
"passed","Sun May 18 19:42:16 GMT 2025","Sun May 18 19:42:19 GMT 2025","2378","Smoke","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 19:43:00 GMT 2025","Sun May 18 19:43:03 GMT 2025","3373","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:42:28 GMT 2025","Sun May 18 19:42:28 GMT 2025","42","Smoke","Smoke Test Run on Chrome","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchFieldVisibility","testSearchFieldVisibility","Verify the search field visibility"
"passed","Sun May 18 19:44:12 GMT 2025","Sun May 18 19:44:12 GMT 2025","29","Smoke","Smoke Test Run on Edge","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchFieldVisibility","testSearchFieldVisibility","Verify the search field visibility"
"passed","Sun May 18 19:44:06 GMT 2025","Sun May 18 19:44:08 GMT 2025","2161","Smoke","Smoke Test Run on Edge","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 19:42:55 GMT 2025","Sun May 18 19:43:00 GMT 2025","4938","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 19:44:06 GMT 2025","Sun May 18 19:44:08 GMT 2025","2003","Smoke","Smoke Test Run on Edge","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:44:16 GMT 2025","Sun May 18 19:44:18 GMT 2025","1537","Smoke","Smoke Test Run on Edge","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart","testAddedItemQuantityViaCart","Verify the added item quantity via cart"
"passed","Sun May 18 19:42:59 GMT 2025","Sun May 18 19:43:02 GMT 2025","3638","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:42:58 GMT 2025","Sun May 18 19:43:02 GMT 2025","4063","Smoke","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:44:12 GMT 2025","Sun May 18 19:44:13 GMT 2025","860","Smoke","Smoke Test Run on Edge","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 19:42:23 GMT 2025","Sun May 18 19:42:25 GMT 2025","1540","Smoke","Smoke Test Run on Chrome","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCart","testAddedItemNameViaCart","Verify the added item name via cart"
"passed","Sun May 18 19:44:06 GMT 2025","Sun May 18 19:44:08 GMT 2025","1735","Smoke","Smoke Test Run on Edge","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 19:42:16 GMT 2025","Sun May 18 19:42:18 GMT 2025","1644","Smoke","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 19:43:17 GMT 2025","Sun May 18 19:43:20 GMT 2025","2144","Smoke","Smoke Test Run on Firefox","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart","testAddedItemQuantityViaCart","Verify the added item quantity via cart"
"passed","Sun May 18 19:44:13 GMT 2025","Sun May 18 19:44:14 GMT 2025","1535","Smoke","Smoke Test Run on Edge","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview","testAddedItemNameViaCartPreview","Verify the added item name via cart preview"
