"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_03 Verify the Store navigation menu options without dropdown","1528","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:44:59 GMT 2025","passed","Sun May 18 13:45:00 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search result page heading","1579","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 13:44:26 GMT 2025","passed","Sun May 18 13:44:27 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"Verify the added item name via cart","1849","testAddedItemNameViaCart","CrossBrowserSuite","Sun May 18 13:44:30 GMT 2025","passed","Sun May 18 13:44:32 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemNameViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","2531","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:44:19 GMT 2025","passed","Sun May 18 13:44:21 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1773","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the login page has the supposed sidebar menu options","651","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 13:44:27 GMT 2025","passed","Sun May 18 13:44:28 GMT 2025","com.opencart.test.LoginTest","ChromeTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"TC_03 Verify the Store navigation menu options without dropdown","1996","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:44:18 GMT 2025","passed","Sun May 18 13:44:20 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1761","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:44:46 GMT 2025","passed","Sun May 18 13:44:48 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2312","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:59 GMT 2025","passed","Sun May 18 13:45:02 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","854","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:45:52 GMT 2025","passed","Sun May 18 13:45:53 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the Store home page is opened via current URL and the page title","148","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:46 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"Verify the added item name via cart","1865","testAddedItemNameViaCart","CrossBrowserSuite","Sun May 18 13:45:58 GMT 2025","passed","Sun May 18 13:46:00 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemNameViaCart"
"Verify the Apple Cinema minimal quantity warning message","2151","testAppleCinemaWarningMessage","CrossBrowserSuite","Sun May 18 13:44:36 GMT 2025","passed","Sun May 18 13:44:38 GMT 2025","com.opencart.test.ProductTest","ChromeTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"Verify the added item quantity via cart","1711","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 13:46:02 GMT 2025","passed","Sun May 18 13:46:04 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify a registered user can log in","2539","testLogin","CrossBrowserSuite","Sun May 18 13:44:28 GMT 2025","passed","Sun May 18 13:44:30 GMT 2025","com.opencart.test.LoginTest","ChromeTest","com.opencart.test.LoginTest","testLogin"
"TC_04 Verify the 'Components' category dropdown options navigation","2042","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:18 GMT 2025","passed","Sun May 18 13:44:20 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","1958","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","2220","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search result page heading","1164","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 13:45:16 GMT 2025","passed","Sun May 18 13:45:18 GMT 2025","com.opencart.test.SearchTest","FirefoxTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"Verify the Apple Cinema minimal quantity warning message","1864","testAppleCinemaWarningMessage","CrossBrowserSuite","Sun May 18 13:46:04 GMT 2025","passed","Sun May 18 13:46:05 GMT 2025","com.opencart.test.ProductTest","EdgeTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"Verify the login page has the supposed sidebar menu options","764","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 13:45:57 GMT 2025","passed","Sun May 18 13:45:58 GMT 2025","com.opencart.test.LoginTest","EdgeTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"TC_02 Verify the Store navigation menu options via dropdown","2400","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:05 GMT 2025","passed","Sun May 18 13:45:07 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify a registered user can log in","2178","testLogin","CrossBrowserSuite","Sun May 18 13:45:19 GMT 2025","passed","Sun May 18 13:45:21 GMT 2025","com.opencart.test.LoginTest","FirefoxTest","com.opencart.test.LoginTest","testLogin"
"TC_04 Verify the 'Components' category dropdown options navigation","2311","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:45:45 GMT 2025","passed","Sun May 18 13:45:47 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item quantity via cart preview","2051","testAddedItemQuantityViaCartPreview","CrossBrowserSuite","Sun May 18 13:46:03 GMT 2025","passed","Sun May 18 13:46:05 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify the added item name via cart preview","1617","testAddedItemNameViaCartPreview","CrossBrowserSuite","Sun May 18 13:45:58 GMT 2025","passed","Sun May 18 13:45:59 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"Verify the added item quantity via cart preview","1398","testAddedItemQuantityViaCartPreview","CrossBrowserSuite","Sun May 18 13:44:34 GMT 2025","passed","Sun May 18 13:44:35 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify the Apple Cinema minimal quantity warning message","2983","testAppleCinemaWarningMessage","CrossBrowserSuite","Sun May 18 13:45:32 GMT 2025","passed","Sun May 18 13:45:35 GMT 2025","com.opencart.test.ProductTest","FirefoxTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"Verify the added item name via cart","2111","testAddedItemNameViaCart","CrossBrowserSuite","Sun May 18 13:45:23 GMT 2025","passed","Sun May 18 13:45:25 GMT 2025","com.opencart.test.CartTest","FirefoxTest","com.opencart.test.CartTest","testAddedItemNameViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","2194","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:47 GMT 2025","passed","Sun May 18 13:45:49 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the message when the search term does not match any products","933","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 13:45:11 GMT 2025","passed","Sun May 18 13:45:12 GMT 2025","com.opencart.test.SearchTest","FirefoxTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_04 Verify the 'Components' category dropdown options navigation","1725","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item name via cart preview","2113","testAddedItemNameViaCartPreview","CrossBrowserSuite","Sun May 18 13:45:24 GMT 2025","passed","Sun May 18 13:45:26 GMT 2025","com.opencart.test.CartTest","FirefoxTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"TC_04 Verify the 'Components' category dropdown options navigation","1770","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:45:12 GMT 2025","passed","Sun May 18 13:45:14 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","2055","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:47 GMT 2025","passed","Sun May 18 13:45:49 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the opened product name","1670","testProductName","CrossBrowserSuite","Sun May 18 13:45:33 GMT 2025","passed","Sun May 18 13:45:35 GMT 2025","com.opencart.test.ProductTest","FirefoxTest","com.opencart.test.ProductTest","testProductName"
"Verify the added item quantity via cart","1504","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 13:44:32 GMT 2025","passed","Sun May 18 13:44:33 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify the login page has the supposed sidebar menu options","1036","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 13:45:21 GMT 2025","passed","Sun May 18 13:45:22 GMT 2025","com.opencart.test.LoginTest","FirefoxTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"Verify the search field visibility","28","testSearchFieldVisibility","CrossBrowserSuite","Sun May 18 13:44:25 GMT 2025","passed","Sun May 18 13:44:25 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_03 Verify the Store navigation menu options without dropdown","1768","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:05 GMT 2025","passed","Sun May 18 13:45:07 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2611","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:54 GMT 2025","passed","Sun May 18 13:44:56 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the message when the search term does not match any products","732","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 13:44:23 GMT 2025","passed","Sun May 18 13:44:24 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_02 Verify the Store navigation menu options via dropdown","1950","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:47 GMT 2025","passed","Sun May 18 13:45:49 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2829","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:49 GMT 2025","passed","Sun May 18 13:44:52 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item quantity via cart","1837","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 13:45:28 GMT 2025","passed","Sun May 18 13:45:29 GMT 2025","com.opencart.test.CartTest","FirefoxTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify the search field visibility","47","testSearchFieldVisibility","CrossBrowserSuite","Sun May 18 13:45:52 GMT 2025","passed","Sun May 18 13:45:52 GMT 2025","com.opencart.test.SearchTest","EdgeTest","com.opencart.test.SearchTest","testSearchFieldVisibility"
"Verify the message when the search term does not match any products","717","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 13:45:52 GMT 2025","passed","Sun May 18 13:45:53 GMT 2025","com.opencart.test.SearchTest","EdgeTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_02 Verify the Store navigation menu options via dropdown","2043","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:44:20 GMT 2025","passed","Sun May 18 13:44:22 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","1985","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","2209","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:45 GMT 2025","passed","Sun May 18 13:45:47 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the opened product breadcrumb path","1428","testProductPath","CrossBrowserSuite","Sun May 18 13:46:08 GMT 2025","passed","Sun May 18 13:46:09 GMT 2025","com.opencart.test.ProductTest","EdgeTest","com.opencart.test.ProductTest","testProductPath"
"TC_03 Verify the Store navigation menu options without dropdown","1462","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:46 GMT 2025","passed","Sun May 18 13:45:48 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","1017","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:25 GMT 2025","passed","Sun May 18 13:44:26 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","2008","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:19 GMT 2025","passed","Sun May 18 13:44:21 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","2262","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:44:18 GMT 2025","passed","Sun May 18 13:44:20 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the search result page heading","725","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 13:45:53 GMT 2025","passed","Sun May 18 13:45:53 GMT 2025","com.opencart.test.SearchTest","EdgeTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"TC_02 Verify the Store navigation menu options via dropdown","2134","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:04 GMT 2025","passed","Sun May 18 13:45:06 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify a registered user can log in","1670","testLogin","CrossBrowserSuite","Sun May 18 13:45:56 GMT 2025","passed","Sun May 18 13:45:58 GMT 2025","com.opencart.test.LoginTest","EdgeTest","com.opencart.test.LoginTest","testLogin"
"TC_02 Verify the Store navigation menu options via dropdown","1707","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:44:19 GMT 2025","passed","Sun May 18 13:44:21 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1699","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:44:19 GMT 2025","passed","Sun May 18 13:44:20 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","2359","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 13:45:03 GMT 2025","passed","Sun May 18 13:45:06 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the Store home page is opened via current URL and the page title","260","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 13:44:19 GMT 2025","passed","Sun May 18 13:44:19 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"Verify the opened product breadcrumb path","2059","testProductPath","CrossBrowserSuite","Sun May 18 13:44:37 GMT 2025","passed","Sun May 18 13:44:39 GMT 2025","com.opencart.test.ProductTest","ChromeTest","com.opencart.test.ProductTest","testProductPath"
"TC_04 Verify the 'Components' category dropdown options navigation","1820","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 13:44:20 GMT 2025","passed","Sun May 18 13:44:21 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item quantity via cart preview","2112","testAddedItemQuantityViaCartPreview","CrossBrowserSuite","Sun May 18 13:45:29 GMT 2025","passed","Sun May 18 13:45:31 GMT 2025","com.opencart.test.CartTest","FirefoxTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"TC_02 Verify the Store navigation menu options via dropdown","2217","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 13:45:04 GMT 2025","passed","Sun May 18 13:45:07 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the Store home page is opened via current URL and the page title","84","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 13:44:47 GMT 2025","passed","Sun May 18 13:44:47 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
