"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_02 Verify the Store navigation menu options via dropdown","1901","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1229","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:42 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify a registered user can log in","2362","testLogin","Smoke","Sat May 17 22:19:54 GMT 2025","passed","Sat May 17 22:19:56 GMT 2025","com.opencart.test.LoginTest","Smoke Test Run on Edge","com.opencart.test.LoginTest","testLogin"
"Verify the Store home page is opened via current URL and the page title","213","testStoreHomePageURLAndTitle","Smoke","Sat May 17 22:18:30 GMT 2025","passed","Sat May 17 22:18:31 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"TC_03 Verify the Store navigation menu options without dropdown","2004","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","2013","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the opened product name","2150","testProductName","Regression","Sat May 17 22:20:07 GMT 2025","passed","Sat May 17 22:20:09 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Chrome","com.opencart.test.ProductTest","testProductName"
"Verify the added item name via cart preview","1446","testAddedItemNameViaCartPreview","Regression","Sat May 17 22:20:13 GMT 2025","passed","Sat May 17 22:20:14 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Chrome","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"Verify the successful file uploading on the Apple Cinema page","3107","testAppleCinemaFileUploading","Regression","Sat May 17 22:20:18 GMT 2025","passed","Sat May 17 22:20:22 GMT 2025","com.opencart.test.FileUploadingTest","Regression Test Run on Chrome","com.opencart.test.FileUploadingTest","testAppleCinemaFileUploading"
"Verify the added item name via cart preview","1570","testAddedItemNameViaCartPreview","Smoke","Sat May 17 22:19:48 GMT 2025","passed","Sat May 17 22:19:49 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Edge","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"TC_04 Verify the 'Components' category dropdown options navigation","2438","testComponentsDropdownNavigation","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","3431","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:18:33 GMT 2025","passed","Sat May 17 22:18:36 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2310","testComponentsDropdownNavigation","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the Store home page is opened via current URL and the page title","101","testStoreHomePageURLAndTitle","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:46 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"TC_03 Verify the Store navigation menu options without dropdown","4323","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:18:30 GMT 2025","passed","Sat May 17 22:18:34 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search field visibility","67","testSearchFieldVisibility","Smoke","Sat May 17 22:18:48 GMT 2025","passed","Sat May 17 22:18:48 GMT 2025","com.opencart.test.SearchTest","Smoke Test Run on Firefox","com.opencart.test.SearchTest","testSearchFieldVisibility"
"Verify the message when the search term does not match any products","959","testMessageForEmptySearchResult","Regression","Sat May 17 22:20:14 GMT 2025","passed","Sat May 17 22:20:15 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Chrome","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_03 Verify the Store navigation menu options without dropdown","1570","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:47 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2552","testComponentsDropdownNavigation","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","4292","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:18:32 GMT 2025","passed","Sat May 17 22:18:37 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the search field visibility","31","testSearchFieldVisibility","Regression","Sat May 17 22:20:18 GMT 2025","passed","Sat May 17 22:20:18 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Chrome","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_04 Verify the 'Components' category dropdown options navigation","3430","testComponentsDropdownNavigation","Smoke","Sat May 17 22:18:33 GMT 2025","passed","Sat May 17 22:18:36 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","3282","testComponentsDropdownNavigation","Smoke","Sat May 17 22:18:33 GMT 2025","passed","Sat May 17 22:18:37 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the search result page heading","918","testSearchResultInPageHeading","Regression","Sat May 17 22:20:19 GMT 2025","passed","Sat May 17 22:20:19 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Chrome","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"Verify the added item name via cart","1898","testAddedItemNameViaCart","Regression","Sat May 17 22:20:07 GMT 2025","passed","Sat May 17 22:20:09 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Chrome","com.opencart.test.CartTest","testAddedItemNameViaCart"
"Verify the added item quantity via cart preview","2429","testAddedItemQuantityViaCartPreview","Smoke","Sat May 17 22:18:56 GMT 2025","passed","Sat May 17 22:18:59 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Firefox","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify the added item quantity via cart preview","1619","testAddedItemQuantityViaCartPreview","Smoke","Sat May 17 22:19:53 GMT 2025","passed","Sat May 17 22:19:54 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Edge","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"TC_04 Verify the 'Components' category dropdown options navigation","954","testComponentsDropdownNavigation","Smoke","Sat May 17 22:17:52 GMT 2025","passed","Sat May 17 22:17:53 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item quantity via cart preview","1653","testAddedItemQuantityViaCartPreview","Regression","Sat May 17 22:20:13 GMT 2025","passed","Sat May 17 22:20:15 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Chrome","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify a registered user can log in","1712","testLogin","Smoke","Sat May 17 22:18:59 GMT 2025","passed","Sat May 17 22:19:01 GMT 2025","com.opencart.test.LoginTest","Smoke Test Run on Firefox","com.opencart.test.LoginTest","testLogin"
"TC_03 Verify the Store navigation menu options without dropdown","3984","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:18:31 GMT 2025","passed","Sat May 17 22:18:35 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","2533","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","2111","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the added item quantity via cart","2282","testAddedItemQuantityViaCart","Smoke","Sat May 17 22:19:52 GMT 2025","passed","Sat May 17 22:19:55 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Edge","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","4105","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:18:31 GMT 2025","passed","Sat May 17 22:18:36 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","4259","testComponentsDropdownNavigation","Smoke","Sat May 17 22:18:32 GMT 2025","passed","Sat May 17 22:18:36 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","2635","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:18:35 GMT 2025","passed","Sat May 17 22:18:37 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2155","testComponentsDropdownNavigation","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","2553","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","1985","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the search field visibility","49","testSearchFieldVisibility","Smoke","Sat May 17 22:19:47 GMT 2025","passed","Sat May 17 22:19:47 GMT 2025","com.opencart.test.SearchTest","Smoke Test Run on Edge","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_04 Verify the 'Components' category dropdown options navigation","2322","testComponentsDropdownNavigation","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:48 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","1419","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:47 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item quantity via cart","1678","testAddedItemQuantityViaCart","Regression","Sat May 17 22:20:13 GMT 2025","passed","Sat May 17 22:20:15 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Chrome","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify a registered user can log in","1737","testLogin","Regression","Sat May 17 22:20:19 GMT 2025","passed","Sat May 17 22:20:20 GMT 2025","com.opencart.test.LoginTest","Regression Test Run on Chrome","com.opencart.test.LoginTest","testLogin"
"Verify the added item name via cart preview","2123","testAddedItemNameViaCartPreview","Smoke","Sat May 17 22:18:49 GMT 2025","passed","Sat May 17 22:18:51 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Firefox","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"Verify the login page has the supposed sidebar menu options","607","testSidebarMenuOptions","Regression","Sat May 17 22:20:21 GMT 2025","passed","Sat May 17 22:20:21 GMT 2025","com.opencart.test.LoginTest","Regression Test Run on Chrome","com.opencart.test.LoginTest","testSidebarMenuOptions"
"TC_02 Verify the Store navigation menu options via dropdown","2427","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","2507","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:18:35 GMT 2025","passed","Sat May 17 22:18:37 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the added item name via cart","1705","testAddedItemNameViaCart","Smoke","Sat May 17 22:19:48 GMT 2025","passed","Sat May 17 22:19:49 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Edge","com.opencart.test.CartTest","testAddedItemNameViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","2602","testNavigationBarMenuWithDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:44 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","3367","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:18:32 GMT 2025","passed","Sat May 17 22:18:35 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the Store home page is opened via current URL and the page title","186","testStoreHomePageURLAndTitle","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:41 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"TC_03 Verify the Store navigation menu options without dropdown","1840","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:19:41 GMT 2025","passed","Sat May 17 22:19:43 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item name via cart","1985","testAddedItemNameViaCart","Smoke","Sat May 17 22:18:48 GMT 2025","passed","Sat May 17 22:18:50 GMT 2025","com.opencart.test.CartTest","Smoke Test Run on Firefox","com.opencart.test.CartTest","testAddedItemNameViaCart"
"TC_03 Verify the Store navigation menu options without dropdown","1386","testNavigationBarMenuWithoutDropdown","Smoke","Sat May 17 22:17:46 GMT 2025","passed","Sat May 17 22:17:47 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Chrome","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","3789","testComponentsDropdownNavigation","Smoke","Sat May 17 22:18:31 GMT 2025","passed","Sat May 17 22:18:35 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","935","testComponentsDropdownNavigation","Smoke","Sat May 17 22:19:48 GMT 2025","passed","Sat May 17 22:19:49 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the opened product name","2032","testProductName","Smoke","Sat May 17 22:19:54 GMT 2025","passed","Sat May 17 22:19:56 GMT 2025","com.opencart.test.ProductTest","Smoke Test Run on Edge","com.opencart.test.ProductTest","testProductName"
