"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_04 Verify the 'Components' category dropdown options navigation","2375","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:30 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","1505","testNavigationBarMenuWithDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:57 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1778","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search result page heading","939","testSearchResultInPageHeading","Regression","Sun May 18 00:55:03 GMT 2025","passed","Sun May 18 00:55:04 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Edge","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"TC_04 Verify the 'Components' category dropdown options navigation","3066","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:55:58 GMT 2025","passed","Sun May 18 00:56:01 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","1601","testNavigationBarMenuWithoutDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:57 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item quantity via cart preview","1392","testAddedItemQuantityViaCartPreview","Regression","Sun May 18 00:55:08 GMT 2025","passed","Sun May 18 00:55:10 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Edge","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"TC_04 Verify the 'Components' category dropdown options navigation","2381","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:55:55 GMT 2025","passed","Sun May 18 00:55:58 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the login page has the supposed sidebar menu options","929","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 00:55:36 GMT 2025","passed","Sun May 18 00:55:37 GMT 2025","com.opencart.test.LoginTest","ChromeTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"TC_04 Verify the 'Components' category dropdown options navigation","4080","testComponentsDropdownNavigation","Smoke","Sun May 18 00:52:57 GMT 2025","passed","Sun May 18 00:53:01 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","3159","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:56:12 GMT 2025","passed","Sun May 18 00:56:15 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","5172","testNavigationBarMenuWithDropdown","Smoke","Sun May 18 00:52:54 GMT 2025","passed","Sun May 18 00:52:59 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Firefox","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","2376","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:56:13 GMT 2025","passed","Sun May 18 00:56:15 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify a registered user can log in","1415","testLogin","Regression","Sun May 18 00:55:13 GMT 2025","passed","Sun May 18 00:55:14 GMT 2025","com.opencart.test.LoginTest","Regression Test Run on Edge","com.opencart.test.LoginTest","testLogin"
"Verify the opened product name","1928","testProductName","Regression","Sun May 18 00:54:54 GMT 2025","passed","Sun May 18 00:54:56 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Firefox","com.opencart.test.ProductTest","testProductName"
"Verify the Apple Cinema minimal quantity warning message","1566","testAppleCinemaWarningMessage","Regression","Sun May 18 00:55:08 GMT 2025","passed","Sun May 18 00:55:10 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Edge","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"TC_02 Verify the Store navigation menu options via dropdown","2235","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the message when the search term does not match any products","651","testMessageForEmptySearchResult","Regression","Sun May 18 00:54:41 GMT 2025","passed","Sun May 18 00:54:41 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Firefox","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_03 Verify the Store navigation menu options without dropdown","1921","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the Apple Cinema minimal quantity warning message","1985","testAppleCinemaWarningMessage","Regression","Sun May 18 00:54:49 GMT 2025","passed","Sun May 18 00:54:51 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Firefox","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"Verify the added item quantity via cart preview","2037","testAddedItemQuantityViaCartPreview","Regression","Sun May 18 00:54:47 GMT 2025","passed","Sun May 18 00:54:49 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Firefox","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify the Apple Cinema minimal quantity warning message","1724","testAppleCinemaWarningMessage","CrossBrowserSuite","Sun May 18 00:55:41 GMT 2025","passed","Sun May 18 00:55:43 GMT 2025","com.opencart.test.ProductTest","ChromeTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"TC_03 Verify the Store navigation menu options without dropdown","1738","testNavigationBarMenuWithoutDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item quantity via cart preview","1407","testAddedItemQuantityViaCartPreview","CrossBrowserSuite","Sun May 18 00:55:41 GMT 2025","passed","Sun May 18 00:55:42 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"Verify the successful file uploading on the Apple Cinema page","3158","testAppleCinemaFileUploading","Regression","Sun May 18 00:54:30 GMT 2025","passed","Sun May 18 00:54:33 GMT 2025","com.opencart.test.FileUploadingTest","Regression Test Run on Chrome","com.opencart.test.FileUploadingTest","testAppleCinemaFileUploading"
"Verify the search result page heading","1021","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 00:55:32 GMT 2025","passed","Sun May 18 00:55:33 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"TC_02 Verify the Store navigation menu options via dropdown","1972","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the added item quantity via cart","1883","testAddedItemQuantityViaCart","Regression","Sun May 18 00:54:48 GMT 2025","passed","Sun May 18 00:54:50 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Firefox","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","1550","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the added item name via cart preview","1680","testAddedItemNameViaCartPreview","Regression","Sun May 18 00:54:46 GMT 2025","passed","Sun May 18 00:54:48 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Firefox","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"TC_02 Verify the Store navigation menu options via dropdown","2054","testNavigationBarMenuWithDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","1999","testNavigationBarMenuWithDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1689","testNavigationBarMenuWithoutDropdown","Smoke","Sun May 18 00:53:55 GMT 2025","passed","Sun May 18 00:53:57 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2225","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:55:27 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify a registered user can log in","1776","testLogin","CrossBrowserSuite","Sun May 18 00:55:36 GMT 2025","passed","Sun May 18 00:55:38 GMT 2025","com.opencart.test.LoginTest","ChromeTest","com.opencart.test.LoginTest","testLogin"
"Verify the added item quantity via cart","1676","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 00:55:41 GMT 2025","passed","Sun May 18 00:55:42 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"Verify the Store home page is opened via current URL and the page title","152","testStoreHomePageURLAndTitle","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:56 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"Verify the login page has the supposed sidebar menu options","739","testSidebarMenuOptions","Regression","Sun May 18 00:54:59 GMT 2025","passed","Sun May 18 00:55:00 GMT 2025","com.opencart.test.LoginTest","Regression Test Run on Firefox","com.opencart.test.LoginTest","testSidebarMenuOptions"
"Verify the search result page heading","793","testSearchResultInPageHeading","Regression","Sun May 18 00:54:39 GMT 2025","passed","Sun May 18 00:54:40 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Firefox","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"TC_04 Verify the 'Components' category dropdown options navigation","1603","testComponentsDropdownNavigation","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the search field visibility","30","testSearchFieldVisibility","Regression","Sun May 18 00:55:04 GMT 2025","passed","Sun May 18 00:55:04 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Edge","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_04 Verify the 'Components' category dropdown options navigation","1753","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:55:28 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_02 Verify the Store navigation menu options via dropdown","2232","testNavigationBarMenuWithDropdown","Smoke","Sun May 18 00:53:55 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the opened product breadcrumb path","1500","testProductPath","Regression","Sun May 18 00:55:13 GMT 2025","passed","Sun May 18 00:55:14 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Edge","com.opencart.test.ProductTest","testProductPath"
"Verify the message when the search term does not match any products","972","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 00:55:32 GMT 2025","passed","Sun May 18 00:55:33 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"TC_04 Verify the 'Components' category dropdown options navigation","3080","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:56:04 GMT 2025","passed","Sun May 18 00:56:07 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the search field visibility","76","testSearchFieldVisibility","CrossBrowserSuite","Sun May 18 00:55:32 GMT 2025","passed","Sun May 18 00:55:33 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchFieldVisibility"
"Verify the Store home page is opened via current URL and the page title","490","testStoreHomePageURLAndTitle","CrossBrowserSuite","Sun May 18 00:56:12 GMT 2025","passed","Sun May 18 00:56:12 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle"
"TC_04 Verify the 'Components' category dropdown options navigation","1929","testComponentsDropdownNavigation","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","1423","testNavigationBarMenuWithoutDropdown","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:57 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1719","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:55:28 GMT 2025","passed","Sun May 18 00:55:29 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1534","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:55:54 GMT 2025","passed","Sun May 18 00:55:55 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","1700","testComponentsDropdownNavigation","Smoke","Sun May 18 00:53:56 GMT 2025","passed","Sun May 18 00:53:58 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
