"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 18 18:48:32 GMT 2025","Sun May 18 18:48:34 GMT 2025","1387","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:48:50 GMT 2025","Sun May 18 18:48:52 GMT 2025","2076","CrossBrowserSuite","FirefoxTest","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCart","testAddedItemNameViaCart","Verify the added item name via cart"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:15 GMT 2025","2405","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:49:12 GMT 2025","Sun May 18 18:49:15 GMT 2025","2223","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:49:12 GMT 2025","Sun May 18 18:49:14 GMT 2025","2473","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:49:12 GMT 2025","Sun May 18 18:49:14 GMT 2025","2020","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 18:47:42 GMT 2025","Sun May 18 18:47:42 GMT 2025","123","CrossBrowserSuite","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle","testStoreHomePageURLAndTitle","Verify the Store home page is opened via current URL and the page title"
"passed","Sun May 18 18:48:31 GMT 2025","Sun May 18 18:48:32 GMT 2025","1367","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:15 GMT 2025","1798","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 18:49:26 GMT 2025","Sun May 18 18:49:28 GMT 2025","1667","CrossBrowserSuite","EdgeTest","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview","testAddedItemNameViaCartPreview","Verify the added item name via cart preview"
"passed","Sun May 18 18:47:48 GMT 2025","Sun May 18 18:47:48 GMT 2025","83","CrossBrowserSuite","ChromeTest","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchFieldVisibility","testSearchFieldVisibility","Verify the search field visibility"
"passed","Sun May 18 18:49:02 GMT 2025","Sun May 18 18:49:04 GMT 2025","1831","CrossBrowserSuite","FirefoxTest","com.opencart.test.ProductTest","com.opencart.test.ProductTest","testProductPath","testProductPath","Verify the opened product breadcrumb path"
"passed","Sun May 18 18:49:45 GMT 2025","Sun May 18 18:49:48 GMT 2025","3118","Surefire suite","Surefire test","com.opencart.test.FileUploadingTest","com.opencart.test.FileUploadingTest","testAppleCinemaFileUploading","testAppleCinemaFileUploading","Verify the successful file uploading on the Apple Cinema page"
"passed","Sun May 18 18:46:42 GMT 2025","Sun May 18 18:46:45 GMT 2025","3070","Regression","Regression Test Run on Chrome","com.opencart.test.FileUploadingTest","com.opencart.test.FileUploadingTest","testAppleCinemaFileUploading","testAppleCinemaFileUploading","Verify the successful file uploading on the Apple Cinema page"
"passed","Sun May 18 18:48:45 GMT 2025","Sun May 18 18:48:47 GMT 2025","2172","CrossBrowserSuite","FirefoxTest","com.opencart.test.LoginTest","com.opencart.test.LoginTest","testLogin","testLogin","Verify a registered user can log in"
"passed","Sun May 18 18:49:00 GMT 2025","Sun May 18 18:49:02 GMT 2025","1626","CrossBrowserSuite","FirefoxTest","com.opencart.test.ProductTest","com.opencart.test.ProductTest","testProductName","testProductName","Verify the opened product name"
"passed","Sun May 18 18:49:20 GMT 2025","Sun May 18 18:49:22 GMT 2025","1574","CrossBrowserSuite","EdgeTest","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchResultInPageHeading","testSearchResultInPageHeading","Verify the search result page heading"
"passed","Sun May 18 18:48:20 GMT 2025","Sun May 18 18:48:24 GMT 2025","3510","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:49:24 GMT 2025","Sun May 18 18:49:25 GMT 2025","1607","CrossBrowserSuite","EdgeTest","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemNameViaCart","testAddedItemNameViaCart","Verify the added item name via cart"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:13 GMT 2025","170","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle","testStoreHomePageURLAndTitle","Verify the Store home page is opened via current URL and the page title"
"passed","Sun May 18 18:47:42 GMT 2025","Sun May 18 18:47:44 GMT 2025","2213","CrossBrowserSuite","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:47:48 GMT 2025","Sun May 18 18:47:49 GMT 2025","1310","CrossBrowserSuite","ChromeTest","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchResultInPageHeading","testSearchResultInPageHeading","Verify the search result page heading"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:14 GMT 2025","1416","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown","testNavigationBarMenuWithoutDropdown","TC_03 Verify the Store navigation menu options without dropdown"
"passed","Sun May 18 18:48:37 GMT 2025","Sun May 18 18:48:38 GMT 2025","1008","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:48:32 GMT 2025","Sun May 18 18:48:32 GMT 2025","69","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testStoreHomePageURLAndTitle","testStoreHomePageURLAndTitle","Verify the Store home page is opened via current URL and the page title"
"passed","Sun May 18 18:47:42 GMT 2025","Sun May 18 18:47:44 GMT 2025","2498","CrossBrowserSuite","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:48:57 GMT 2025","Sun May 18 18:48:59 GMT 2025","2096","CrossBrowserSuite","FirefoxTest","com.opencart.test.CartTest","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview","testAddedItemQuantityViaCartPreview","Verify the added item quantity via cart preview"
"passed","Sun May 18 18:47:42 GMT 2025","Sun May 18 18:47:44 GMT 2025","1816","CrossBrowserSuite","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:48:41 GMT 2025","Sun May 18 18:48:42 GMT 2025","988","CrossBrowserSuite","FirefoxTest","com.opencart.test.SearchTest","com.opencart.test.SearchTest","testSearchResultInPageHeading","testSearchResultInPageHeading","Verify the search result page heading"
"passed","Sun May 18 18:47:42 GMT 2025","Sun May 18 18:47:44 GMT 2025","2118","CrossBrowserSuite","ChromeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:47:59 GMT 2025","Sun May 18 18:48:01 GMT 2025","2297","CrossBrowserSuite","ChromeTest","com.opencart.test.ProductTest","com.opencart.test.ProductTest","testAppleCinemaWarningMessage","testAppleCinemaWarningMessage","Verify the Apple Cinema minimal quantity warning message"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:15 GMT 2025","1759","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:48:30 GMT 2025","Sun May 18 18:48:32 GMT 2025","1534","CrossBrowserSuite","FirefoxTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:49:18 GMT 2025","Sun May 18 18:49:19 GMT 2025","818","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation","testComponentsDropdownNavigation","TC_04 Verify the 'Components' category dropdown options navigation"
"passed","Sun May 18 18:49:13 GMT 2025","Sun May 18 18:49:15 GMT 2025","1885","CrossBrowserSuite","EdgeTest","com.opencart.test.NavigationTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown","testNavigationBarMenuWithDropdown","TC_02 Verify the Store navigation menu options via dropdown"
"passed","Sun May 18 18:49:24 GMT 2025","Sun May 18 18:49:24 GMT 2025","695","CrossBrowserSuite","EdgeTest","com.opencart.test.LoginTest","com.opencart.test.LoginTest","testSidebarMenuOptions","testSidebarMenuOptions","Verify the login page has the supposed sidebar menu options"
