"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC_04 Verify the 'Components' category dropdown options navigation","1477","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:13:36 GMT 2025","passed","Sun May 18 00:13:37 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the added item quantity via cart","1411","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 00:13:51 GMT 2025","passed","Sun May 18 00:13:53 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","2381","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:13:35 GMT 2025","passed","Sun May 18 00:13:38 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the opened product breadcrumb path","1619","testProductPath","CrossBrowserSuite","Sun May 18 00:13:25 GMT 2025","passed","Sun May 18 00:13:27 GMT 2025","com.opencart.test.ProductTest","FirefoxTest","com.opencart.test.ProductTest","testProductPath"
"Verify the added item name via cart preview","1467","testAddedItemNameViaCartPreview","CrossBrowserSuite","Sun May 18 00:13:48 GMT 2025","passed","Sun May 18 00:13:50 GMT 2025","com.opencart.test.CartTest","EdgeTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"TC_04 Verify the 'Components' category dropdown options navigation","2095","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:13:35 GMT 2025","passed","Sun May 18 00:13:37 GMT 2025","com.opencart.test.NavigationTest","EdgeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the opened product breadcrumb path","1523","testProductPath","CrossBrowserSuite","Sun May 18 00:12:27 GMT 2025","passed","Sun May 18 00:12:29 GMT 2025","com.opencart.test.ProductTest","ChromeTest","com.opencart.test.ProductTest","testProductPath"
"TC_03 Verify the Store navigation menu options without dropdown","2312","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:12:53 GMT 2025","passed","Sun May 18 00:12:56 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_02 Verify the Store navigation menu options via dropdown","2600","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:12:38 GMT 2025","passed","Sun May 18 00:12:40 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","737","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:12:10 GMT 2025","passed","Sun May 18 00:12:11 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1323","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:12:08 GMT 2025","passed","Sun May 18 00:12:09 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","3101","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:12:42 GMT 2025","passed","Sun May 18 00:12:45 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2913","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:12:45 GMT 2025","passed","Sun May 18 00:12:48 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_04 Verify the 'Components' category dropdown options navigation","1735","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:12:08 GMT 2025","passed","Sun May 18 00:12:09 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","2117","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 00:12:54 GMT 2025","passed","Sun May 18 00:12:56 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the added item quantity via cart","1370","testAddedItemQuantityViaCart","CrossBrowserSuite","Sun May 18 00:12:20 GMT 2025","passed","Sun May 18 00:12:22 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemQuantityViaCart"
"TC_02 Verify the Store navigation menu options via dropdown","1894","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 00:12:08 GMT 2025","passed","Sun May 18 00:12:10 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"Verify the login page has the supposed sidebar menu options","1030","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 00:13:12 GMT 2025","passed","Sun May 18 00:13:13 GMT 2025","com.opencart.test.LoginTest","FirefoxTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"Verify the login page has the supposed sidebar menu options","676","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 00:13:46 GMT 2025","passed","Sun May 18 00:13:47 GMT 2025","com.opencart.test.LoginTest","EdgeTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"TC_04 Verify the 'Components' category dropdown options navigation","2843","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:12:52 GMT 2025","passed","Sun May 18 00:12:55 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"Verify the search field visibility","47","testSearchFieldVisibility","CrossBrowserSuite","Sun May 18 00:12:13 GMT 2025","passed","Sun May 18 00:12:13 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchFieldVisibility"
"Verify the login page has the supposed sidebar menu options","701","testSidebarMenuOptions","CrossBrowserSuite","Sun May 18 00:12:17 GMT 2025","passed","Sun May 18 00:12:17 GMT 2025","com.opencart.test.LoginTest","ChromeTest","com.opencart.test.LoginTest","testSidebarMenuOptions"
"Verify the successful file uploading on the Apple Cinema page","2945","testAppleCinemaFileUploading","Surefire suite","Sun May 18 00:14:07 GMT 2025","passed","Sun May 18 00:14:10 GMT 2025","com.opencart.test.FileUploadingTest","Surefire test","com.opencart.test.FileUploadingTest","testAppleCinemaFileUploading"
"TC_04 Verify the 'Components' category dropdown options navigation","2472","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 00:12:55 GMT 2025","passed","Sun May 18 00:12:58 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
