"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the added item name via cart preview","1507","testAddedItemNameViaCartPreview","CrossBrowserSuite","Sun May 18 01:21:29 GMT 2025","passed","Sun May 18 01:21:30 GMT 2025","com.opencart.test.CartTest","ChromeTest","com.opencart.test.CartTest","testAddedItemNameViaCartPreview"
"Verify the search result page heading","1055","testSearchResultInPageHeading","CrossBrowserSuite","Sun May 18 01:21:24 GMT 2025","passed","Sun May 18 01:21:25 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testSearchResultInPageHeading"
"Verify the opened product breadcrumb path","1639","testProductPath","Regression","Sun May 18 01:21:01 GMT 2025","passed","Sun May 18 01:21:02 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Edge","com.opencart.test.ProductTest","testProductPath"
"Verify the opened product name","1719","testProductName","Regression","Sun May 18 01:21:00 GMT 2025","passed","Sun May 18 01:21:02 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Edge","com.opencart.test.ProductTest","testProductName"
"Verify the added item quantity via cart preview","2083","testAddedItemQuantityViaCartPreview","Regression","Sun May 18 01:20:33 GMT 2025","passed","Sun May 18 01:20:35 GMT 2025","com.opencart.test.CartTest","Regression Test Run on Firefox","com.opencart.test.CartTest","testAddedItemQuantityViaCartPreview"
"TC_03 Verify the Store navigation menu options without dropdown","1785","testNavigationBarMenuWithoutDropdown","Smoke","Sun May 18 01:19:38 GMT 2025","passed","Sun May 18 01:19:40 GMT 2025","com.opencart.test.NavigationTest","Smoke Test Run on Edge","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the search field visibility","28","testSearchFieldVisibility","Regression","Sun May 18 01:20:50 GMT 2025","passed","Sun May 18 01:20:50 GMT 2025","com.opencart.test.SearchTest","Regression Test Run on Edge","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_02 Verify the Store navigation menu options via dropdown","2364","testNavigationBarMenuWithDropdown","CrossBrowserSuite","Sun May 18 01:21:18 GMT 2025","passed","Sun May 18 01:21:21 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithDropdown"
"TC_03 Verify the Store navigation menu options without dropdown","1546","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 01:22:04 GMT 2025","passed","Sun May 18 01:22:06 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the Apple Cinema minimal quantity warning message","2292","testAppleCinemaWarningMessage","Regression","Sun May 18 01:20:56 GMT 2025","passed","Sun May 18 01:20:59 GMT 2025","com.opencart.test.ProductTest","Regression Test Run on Edge","com.opencart.test.ProductTest","testAppleCinemaWarningMessage"
"TC_03 Verify the Store navigation menu options without dropdown","1893","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 01:22:01 GMT 2025","passed","Sun May 18 01:22:03 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"Verify the message when the search term does not match any products","960","testMessageForEmptySearchResult","CrossBrowserSuite","Sun May 18 01:21:23 GMT 2025","passed","Sun May 18 01:21:24 GMT 2025","com.opencart.test.SearchTest","ChromeTest","com.opencart.test.SearchTest","testMessageForEmptySearchResult"
"Verify the search field visibility","60","testSearchFieldVisibility","CrossBrowserSuite","Sun May 18 01:22:16 GMT 2025","passed","Sun May 18 01:22:16 GMT 2025","com.opencart.test.SearchTest","FirefoxTest","com.opencart.test.SearchTest","testSearchFieldVisibility"
"TC_04 Verify the 'Components' category dropdown options navigation","937","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 01:21:24 GMT 2025","passed","Sun May 18 01:21:25 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
"TC_03 Verify the Store navigation menu options without dropdown","1434","testNavigationBarMenuWithoutDropdown","CrossBrowserSuite","Sun May 18 01:21:18 GMT 2025","passed","Sun May 18 01:21:20 GMT 2025","com.opencart.test.NavigationTest","ChromeTest","com.opencart.test.NavigationTest","testNavigationBarMenuWithoutDropdown"
"TC_04 Verify the 'Components' category dropdown options navigation","2074","testComponentsDropdownNavigation","CrossBrowserSuite","Sun May 18 01:21:49 GMT 2025","passed","Sun May 18 01:21:51 GMT 2025","com.opencart.test.NavigationTest","FirefoxTest","com.opencart.test.NavigationTest","testComponentsDropdownNavigation"
